num of layers, nodes in first layer, learning rate, accuracy, model
2 , 64 , 0.005 , 0.9181969949916527
2 , 64 , 0.01 , 0.869226488592098
2 , 265 , 0.001 , 0.9321090706733445
2 , 265 , 0.0025 , 0.9577072899276572
2 , 265 , 0.005 , 0.902615470228158
2 , 265 , 0.01 , 0.909293266588539
2 , 512 , 0.001 , 0.9476905954368392
2 , 512 , 0.0025 , 0.9371174179187535
2 , 512 , 0.005 , 0.8525319977740679
2 , 512 , 0.01 , 0.10127991096271564
3 , 34 , 0.001 , 0.9198664440734557
3 , 34 , 0.0025 , 0.9237618252643295
3 , 34 , 0.005 , 0.9315525876460768
3 , 34 , 0.01 , 0.8842515303283249
3 , 64 , 0.001 , 0.9337785197551475
3 , 64 , 0.0025 , 0.8948247078464107
3 , 64 , 0.005 , 0.8486366165831942
3 , 64 , 0.01 , 0.80189204229271
3 , 265 , 0.001 , 0.9599332220367279
3 , 265 , 0.0025 , 0.9053978853644964
3 , 265 , 0.005 , 0.8948247078795797
3 , 265 , 0.01 , 0.7406789092932665
3 , 512 , 0.001 , 0.9154145798553144
3 , 512 , 0.0025 , 0.9015025041736227
3 , 512 , 0.005 , 0.7851975514912645
3 , 512 , 0.01 , 0.10072342793544797, cross-entropy-tanh
